Ensembl_ID	Control_3D_R1	Control_3D_R2	Control_3D_R3	SP_3D_R1	SP_3D_R2	SP_3D_R3	SP_12D_R1	SP_12D_R2	SP_12D_R3
ENSG00000207980	0	0	0	0	0	0	0	0	0
ENSG00000207613	0	0	0	0	1	0	0	1	0
ENSG00000207585	2	0	0	3	0	0	2	0	0
ENSG00000132005	394	328	401	218	218	209	170	250	245
ENSG00000275091	1	1	2	1	1	2	0	0	2
ENSG00000171136	1	0	0	0	0	0	1	0	0
ENSG00000267670	0	0	0	0	0	0	0	0	0
ENSG00000104998	223	149	182	94	118	96	103	128	166
ENSG00000187867	21	20	23	120	118	159	64	58	99
ENSG00000228887	6	8	5	3	3	6	6	7	8
ENSG00000284081	0	0	0	0	0	0	0	0	0
ENSG00000188032	1	0	0	0	1	1	3	1	3
ENSG00000141858	770	540	549	568	575	461	518	626	638
ENSG00000072062	1077	740	850	1383	1383	1469	1126	1498	1456
ENSG00000105011	603	441	577	545	558	511	398	667	331
ENSG00000267169	42	26	25	43	23	54	34	44	48
ENSG00000240803	0	0	0	0	0	0	0	0	0
ENSG00000287254	0	0	0	1	0	0	0	0	0
ENSG00000267406	0	0	0	0	0	0	0	0	1
ENSG00000005007	2503	1819	2134	1783	1895	1854	1743	2432	2297
ENSG00000130283	0	0	0	0	0	0	0	0	0
ENSG00000269694	2	0	1	2	1	0	3	2	3
ENSG00000105669	1669	1167	1575	1386	1408	1468	1291	1807	1752
ENSG00000268193	0	0	0	0	0	0	0	0	0
ENSG00000105671	759	508	698	422	430	475	436	600	491
ENSG00000051128	782	531	608	553	534	501	475	659	759
ENSG00000105329	3838	2641	3341	3965	4172	3720	3311	4114	4867
ENSG00000130175	5171	3736	4878	4187	4491	4940	2963	4022	5042
ENSG00000266933	2	3	1	2	3	4	1	2	4
ENSG00000141933	343	232	303	177	174	132	130	165	215
ENSG00000099804	1216	907	1065	1577	1612	1460	1265	1513	1776
ENSG00000197540	9	5	10	7	12	8	5	6	23
ENSG00000276097	0	0	0	0	1	2	0	2	3
ENSG00000176490	107	76	118	634	653	667	565	695	834
ENSG00000267001	0	0	0	0	0	1	0	0	0
ENSG00000286460	1	0	2	1	1	1	2	3	0
ENSG00000261342	25	11	17	21	31	33	34	46	57
ENSG00000141873	565	410	529	382	402	401	379	525	517
ENSG00000104969	1639	1227	1543	1247	1436	1414	1342	1875	1746
ENSG00000172009	1743	1179	1626	1138	1166	1174	1246	1654	1373
ENSG00000172006	88	60	55	97	93	79	66	72	129
ENSG00000186300	47	46	60	58	76	81	73	62	79
ENSG00000267063	0	0	1	1	0	0	0	1	0
ENSG00000287766	3	2	0	0	0	1	0	0	1
ENSG00000172000	0	0	0	0	0	0	1	2	0
ENSG00000267398	0	0	0	0	0	0	0	0	0
ENSG00000079999	2115	1557	1917	596	602	580	618	944	833
ENSG00000267197	8	4	5	1	1	1	3	5	5
ENSG00000130734	296	227	251	209	213	211	225	276	290
ENSG00000238364	0	0	0	0	0	0	0	0	0
ENSG00000221410	0	0	0	0	0	0	0	0	0
ENSG00000129347	602	484	575	504	538	546	482	663	693
ENSG00000129355	99	57	66	132	136	131	100	166	133
ENSG00000129354	391	280	306	191	176	189	328	472	198
ENSG00000271010	0	0	0	0	0	1	0	0	0
ENSG00000129353	561	468	490	894	923	1003	795	997	1115
ENSG00000267100	317	237	226	127	154	122	128	222	160
ENSG00000129351	8464	6336	7144	5053	5152	5471	4797	6712	5986
ENSG00000213339	745	556	700	465	443	467	426	576	591
ENSG00000207972	0	2	0	0	0	0	0	0	1
ENSG00000265879	0	0	0	0	0	1	0	0	0
ENSG00000207752	3	0	0	0	0	1	0	1	1
ENSG00000275640	1	0	0	0	2	0	0	0	0
ENSG00000099203	378	281	338	177	192	181	118	142	201
ENSG00000214212	6	1	1	0	4	6	1	3	5
ENSG00000267544	5	0	1	3	3	4	7	6	7
ENSG00000130844	533	377	407	255	207	260	259	367	300
ENSG00000105723	2921	2105	2416	1911	1944	1954	1930	2501	2412
ENSG00000268643	10	4	5	3	6	2	4	2	7
ENSG00000105732	790	527	744	658	747	774	576	788	840
ENSG00000254887	0	0	0	0	0	0	1	1	0
ENSG00000266226	0	0	0	0	0	0	0	0	0
ENSG00000259436	0	0	1	1	2	0	0	1	2
ENSG00000160570	1694	1146	1396	1492	1558	1580	1520	1839	2151
ENSG00000288671	0	0	0	0	0	0	0	0	0
ENSG00000241226	0	0	0	0	1	0	0	1	0
ENSG00000010310	161	92	141	376	351	469	278	324	508
ENSG00000207773	0	0	1	1	0	0	1	0	1
ENSG00000283212	0	0	0	0	0	0	0	0	0
ENSG00000011478	698	467	526	668	700	718	576	776	911
ENSG00000177051	823	616	626	674	704	639	600	779	857
ENSG00000279407	258	174	163	121	117	116	113	121	175
ENSG00000288669	0	0	0	0	0	0	0	0	0
ENSG00000167680	787	539	673	2541	2803	2323	2869	3573	3788
ENSG00000197961	472	366	331	398	362	347	430	610	569
ENSG00000185869	26	31	32	31	25	25	65	55	57
ENSG00000197256	1364	1156	1331	1270	1277	1344	979	1302	1262
ENSG00000231924	0	0	0	0	0	0	1	0	0
ENSG00000261221	973	750	805	703	740	706	624	800	992
ENSG00000185198	8	4	7	6	5	5	3	4	12
ENSG00000182310	270	193	241	131	133	142	127	139	243
ENSG00000167483	7	3	5	4	5	5	3	10	9
ENSG00000186272	88	62	80	94	79	118	92	128	144
ENSG00000196589	0	0	0	0	0	0	0	0	0
ENSG00000126262	14	9	10	2	0	0	2	0	0
ENSG00000196684	17	18	14	60	43	56	108	138	251
ENSG00000283632	72	48	55	132	140	141	123	143	183
ENSG00000126457	4473	3129	4583	3278	3416	3924	3513	4896	4337
ENSG00000079462	1709	1237	1624	1313	1345	1402	1080	1463	1429
ENSG00000161270	78	61	65	343	361	380	375	454	570
ENSG00000167635	3204	2657	2189	2116	2041	1900	2401	3238	2984
ENSG00000062370	135	81	92	99	76	88	68	94	123
ENSG00000105287	977	688	868	1205	1252	1329	1275	1575	1706
ENSG00000188269	0	0	0	0	0	0	0	1	0
ENSG00000130312	774	530	540	575	649	527	640	788	847
ENSG00000128626	2513	1794	2180	1869	2004	1883	2213	2896	2744
ENSG00000267631	0	0	0	0	0	0	0	0	2
ENSG00000104818	0	0	0	0	1	0	0	0	1
ENSG00000142233	24	12	14	66	75	86	34	44	117
ENSG00000124440	1	2	0	7	11	6	1	1	7
ENSG00000104814	67	45	66	101	108	102	74	82	154
ENSG00000267291	0	0	3	8	6	6	4	7	14
ENSG00000178982	5321	3567	4793	3489	3561	4167	3263	4241	4493
ENSG00000267375	5	1	5	5	1	5	4	4	14
ENSG00000182472	157	90	122	238	226	240	159	152	377
ENSG00000267892	15	14	4	6	10	11	7	6	14
ENSG00000178934	0	0	0	0	0	1	0	1	0
ENSG00000207296	1	0	0	0	0	0	0	0	0
ENSG00000171747	53	42	39	33	39	27	20	18	38
ENSG00000268756	36	26	32	12	26	33	18	14	35
ENSG00000130402	34412	24784	32612	47054	48122	52321	51030	67751	52319
ENSG00000071564	1527	1143	1371	1424	1548	1463	1414	1961	2050
ENSG00000125746	1104	806	990	1564	1729	1752	1165	1339	1973
ENSG00000011451	1211	887	1067	676	708	763	729	951	956
ENSG00000240846	0	0	0	1	0	0	0	0	0
ENSG00000267372	20	8	8	11	11	11	7	22	23
ENSG00000279488	12	5	13	9	6	10	3	9	18
ENSG00000267755	0	0	0	0	0	0	0	0	0
ENSG00000185988	3	3	0	3	1	1	1	1	3
ENSG00000160953	769	604	663	730	730	737	724	938	1104
ENSG00000115255	399	308	367	961	972	970	676	749	1124
ENSG00000141867	3160	2280	2613	2014	1980	1991	1479	2053	2092
ENSG00000160877	2626	1810	2331	2541	2549	2617	2328	3126	3218
ENSG00000267512	0	0	0	0	0	0	0	0	0
ENSG00000104915	1059	720	984	1197	1170	1221	1088	1329	1468
ENSG00000160888	1266	843	1068	749	873	749	696	890	858
ENSG00000287296	0	0	0	0	0	0	0	0	0
ENSG00000267598	0	0	0	0	0	0	0	0	0
ENSG00000213253	1	2	2	0	0	1	0	1	5
ENSG00000141837	22	9	6	16	17	25	7	20	15
ENSG00000179218	16546	11326	14563	15913	16641	17533	14302	17729	18732
ENSG00000269720	0	1	0	0	2	2	0	1	4
ENSG00000130303	9	4	11	79	106	108	17	15	101
ENSG00000282851	5	2	2	2	4	6	6	1	17
ENSG00000141971	803	542	667	811	864	773	656	860	960
ENSG00000269481	4	3	5	2	4	3	3	7	6
ENSG00000254503	1	0	0	2	3	0	1	0	2
ENSG00000269053	0	0	0	0	1	2	0	0	0
ENSG00000188051	67	56	47	103	111	83	106	121	174
ENSG00000269035	0	0	0	0	0	0	0	0	0
ENSG00000269736	0	1	1	0	1	1	0	0	0
ENSG00000171773	0	0	0	0	0	0	0	0	1
ENSG00000105538	28	19	17	39	27	35	17	25	47
ENSG00000156413	7	7	7	2	3	2	0	1	7
ENSG00000267709	0	1	0	1	8	6	0	0	3
ENSG00000130383	1	0	0	5	2	5	0	1	0
ENSG00000252539	0	0	0	0	0	0	1	2	0
ENSG00000099866	9	6	14	28	16	30	17	15	43
ENSG00000172270	11003	7367	8716	13849	14516	13723	10304	12698	15701
ENSG00000105464	1193	871	1021	1572	1522	1508	1547	1972	2354
ENSG00000105523	40	19	17	18	30	20	26	24	59
ENSG00000006638	9	3	8	64	74	69	56	50	55
ENSG00000226800	12	5	10	11	6	12	8	9	10
ENSG00000105298	619	477	542	479	502	426	438	528	518
ENSG00000186111	920	676	834	1049	1057	1057	983	1303	1285
ENSG00000267304	0	0	1	3	2	1	2	3	0
ENSG00000268189	11	13	9	6	10	3	8	11	18
ENSG00000279203	6	5	7	4	7	10	4	11	9
ENSG00000105127	956	694	790	475	529	529	511	621	795
ENSG00000089351	11470	8480	9932	8216	8679	8590	6020	7287	11486
ENSG00000087903	242	215	278	245	265	273	192	233	299
ENSG00000267589	0	0	3	0	1	0	0	0	0
ENSG00000267299	1	0	0	0	0	0	0	0	0
ENSG00000267415	0	0	0	0	0	0	0	0	0
ENSG00000284490	0	2	1	6	0	1	0	0	4
ENSG00000130382	1400	955	1048	1063	1062	1051	1008	1350	1309
ENSG00000267563	0	0	0	0	0	1	0	0	0
ENSG00000280394	0	0	0	0	0	0	0	0	0
ENSG00000167769	0	0	0	0	0	0	0	0	0
ENSG00000269802	0	0	0	0	0	0	0	0	0
ENSG00000125656	1113	808	971	727	763	757	753	1027	949
ENSG00000125652	911	575	712	511	521	451	437	457	605
ENSG00000125651	2598	1815	2429	1733	1798	1809	1588	2166	2099
ENSG00000269444	1	1	0	0	1	0	0	3	1
ENSG00000274390	0	0	0	0	0	0	0	0	1
ENSG00000273758	0	0	0	0	0	0	0	0	0
ENSG00000214347	0	0	0	0	0	0	0	0	0
ENSG00000284159	0	0	0	0	0	1	0	0	0
ENSG00000181240	10	4	6	39	17	25	24	22	41
ENSG00000125648	1325	891	1155	1686	1807	1834	1425	1902	1956
ENSG00000279716	0	0	0	0	0	0	0	0	0
ENSG00000267939	1	1	3	1	3	4	1	2	4
ENSG00000142449	1	2	1	8	10	8	12	20	30
ENSG00000011243	664	485	574	536	537	631	473	576	808
ENSG00000104957	494	319	431	334	322	338	253	347	441
ENSG00000037757	421	355	353	424	473	468	393	521	533
ENSG00000267633	0	0	1	0	0	0	0	0	0
ENSG00000104979	1206	863	1051	898	893	956	995	1254	1230
ENSG00000132024	937	690	861	712	784	817	709	884	909
ENSG00000131142	0	0	0	0	0	0	0	0	0
ENSG00000130377	5	5	3	2	3	7	1	1	9
ENSG00000269653	24	17	24	15	14	22	13	16	37
ENSG00000268499	9	8	8	3	7	3	9	9	11
ENSG00000275132	5	3	5	2	3	2	4	5	1
ENSG00000167642	11731	8374	9878	11473	12044	11047	12281	14951	18483
ENSG00000167641	937	625	685	1028	1029	864	1217	1377	1222
ENSG00000267748	0	0	0	1	2	1	0	1	3
ENSG00000286037	0	0	0	0	0	0	0	0	0
ENSG00000200209	1	1	2	6	5	0	2	0	6
ENSG00000167645	2344	1606	2024	2519	2604	2599	2222	2830	2932
ENSG00000167644	0	0	0	0	0	0	0	0	0
ENSG00000174951	58	53	64	29	36	25	29	49	46
ENSG00000104907	608	426	529	290	314	335	296	436	468
ENSG00000105270	237	165	197	231	193	223	114	159	322
ENSG00000161277	282	242	264	204	196	225	169	203	309
ENSG00000280023	2	4	6	0	2	3	3	5	1
ENSG00000105258	861	649	839	564	645	625	649	804	823
ENSG00000105254	4288	2894	3741	2361	2534	2627	2498	3307	3518
ENSG00000279504	0	0	0	0	0	0	0	0	0
ENSG00000126247	11109	7629	10522	6831	7245	7895	7266	10077	8915
ENSG00000270760	12	6	7	9	6	4	7	4	7
ENSG00000269825	0	0	0	0	4	0	6	3	1
ENSG00000204604	19	17	21	46	45	54	125	166	187
ENSG00000267852	2	0	0	3	3	1	5	4	7
ENSG00000075702	1287	961	1181	573	590	701	602	942	438
ENSG00000170906	671	391	599	469	507	572	498	676	704
ENSG00000105618	2014	1537	1965	1345	1540	1577	1312	1814	1627
ENSG00000237017	25	24	17	30	20	35	12	23	38
ENSG00000088038	1672	1185	1518	1092	1114	1175	984	1278	1351
ENSG00000105617	275	180	206	110	134	117	122	153	217
ENSG00000167608	115	92	103	256	260	252	209	208	522
ENSG00000125505	4644	3467	3942	5114	5427	5183	5507	6872	8431
ENSG00000170892	1893	1336	1663	1839	1867	1879	1653	2015	2377
ENSG00000223660	0	0	1	0	0	1	0	0	0
ENSG00000170889	14288	9710	10934	8645	9148	8750	8563	10724	12051
ENSG00000224579	2	0	0	0	0	1	1	0	0
ENSG00000269524	0	0	0	0	0	0	3	1	0
ENSG00000235081	3	1	1	2	1	0	2	1	4
ENSG00000244482	6	3	3	2	1	3	2	5	3
ENSG00000249189	0	0	0	0	0	0	0	0	0
ENSG00000105609	0	0	0	0	0	1	1	0	0
ENSG00000212314	0	0	0	0	0	0	0	0	0
ENSG00000240296	0	0	0	0	0	0	0	0	0
ENSG00000131042	0	0	0	0	0	0	0	0	0
ENSG00000264703	0	0	0	0	0	0	0	0	0
ENSG00000104880	2298	1666	1945	2562	2718	2666	2449	3370	3403
ENSG00000198077	5	6	4	6	4	3	1	2	14
ENSG00000099785	480	319	413	618	635	617	555	674	933
ENSG00000189144	101	69	46	91	70	73	73	93	124
ENSG00000257103	5035	3877	3815	3700	3518	3539	3478	4412	4381
ENSG00000099875	2212	1531	1812	2459	2535	2418	2540	3263	4124
ENSG00000105699	659	500	643	1483	1756	1692	1885	2470	3161
ENSG00000132026	1	2	2	50	65	57	17	20	50
ENSG00000105707	7	2	4	7	2	6	8	3	13
ENSG00000126453	733	546	675	474	501	493	382	607	413
ENSG00000188368	40	32	49	17	20	9	18	28	34
ENSG00000261341	1	0	0	0	2	1	1	3	5
ENSG00000142002	2094	1549	1817	1387	1357	1375	1452	2050	1706
ENSG00000188321	127	120	105	109	61	93	91	131	140
ENSG00000125743	4717	2853	4015	3743	3831	4662	3741	4974	4949
ENSG00000171942	0	0	0	0	0	0	0	0	0
ENSG00000260001	33	29	17	38	38	39	47	60	77
ENSG00000261949	0	1	1	12	17	12	5	3	28
ENSG00000179284	6	2	7	2	2	6	4	3	2
ENSG00000172519	1	0	0	1	0	0	1	0	0
ENSG00000171936	0	0	0	0	0	0	0	0	0
ENSG00000237521	0	0	0	0	0	0	0	0	0
ENSG00000094661	1	0	0	0	0	0	0	0	0
ENSG00000180448	300	202	246	437	566	524	389	492	563
ENSG00000104824	6327	4569	5194	3337	3205	3502	3190	4401	3441
ENSG00000186723	0	0	0	0	0	0	0	0	0
ENSG00000127515	0	0	0	0	0	0	0	0	0
ENSG00000160113	4025	2946	3135	2913	2911	2351	2850	3661	4004
ENSG00000105619	434	348	350	223	216	237	185	238	296
ENSG00000181781	0	1	4	1	2	4	1	2	5
ENSG00000130202	3581	2455	2821	4803	5196	5137	3734	4845	6420
ENSG00000267282	1	0	5	1	4	9	4	7	8
ENSG00000130204	4167	2836	3676	2607	2698	2838	3029	4451	3494
ENSG00000130203	276	180	222	1035	1180	919	1303	1485	2644
ENSG00000280087	4	9	2	4	6	6	10	3	11
ENSG00000130208	167	135	156	146	139	152	162	230	228
ENSG00000267467	0	0	0	0	0	0	0	0	0
ENSG00000224916	0	0	0	1	0	0	2	1	0
ENSG00000234906	0	0	0	0	0	0	0	0	0
ENSG00000267114	6	10	2	10	3	4	2	5	7
ENSG00000104853	5175	3832	5033	4052	4478	4894	3703	4937	4990
ENSG00000197857	49	24	38	26	45	36	40	53	83
ENSG00000213293	0	0	0	0	0	1	0	0	1
ENSG00000234750	5	3	5	5	1	2	6	7	6
ENSG00000188868	0	0	0	3	0	2	2	2	2
ENSG00000198342	0	0	0	0	1	0	0	1	2
ENSG00000231361	0	0	0	0	0	0	0	0	0
ENSG00000268744	0	0	0	2	0	0	0	0	0
ENSG00000248406	0	0	0	0	0	0	0	0	0
ENSG00000196466	39	36	33	43	42	32	34	64	43
ENSG00000268870	0	0	2	0	0	2	1	2	1
ENSG00000180855	37	22	23	15	22	25	20	33	41
ENSG00000269755	0	0	1	0	0	0	0	0	0
ENSG00000234848	0	0	0	0	0	0	0	0	0
ENSG00000242852	2	1	2	0	0	2	1	0	1
ENSG00000196826	0	0	0	0	0	0	0	0	0
ENSG00000236483	1	2	1	1	0	0	1	0	2
ENSG00000232579	2	0	0	0	0	0	0	0	0
ENSG00000230321	1	1	0	1	1	0	0	0	1
ENSG00000234003	1	0	2	0	2	0	0	3	2
ENSG00000235686	0	1	0	0	0	1	1	0	0
ENSG00000267212	2	1	0	1	1	6	0	1	3
ENSG00000105607	313	217	281	242	280	273	221	306	300
ENSG00000161860	10	8	16	11	7	10	6	15	7
ENSG00000252979	0	0	0	0	0	0	0	0	0
ENSG00000237589	0	0	0	0	0	0	0	0	0
ENSG00000229000	0	0	0	0	0	0	0	0	0
ENSG00000238150	0	2	0	2	0	1	1	1	1
ENSG00000269877	0	0	0	0	0	0	0	0	0
ENSG00000199031	0	0	0	0	0	0	0	0	0
ENSG00000284568	0	0	0	0	0	0	0	0	0
ENSG00000199095	0	0	0	0	0	0	0	0	0
ENSG00000199143	0	0	0	0	0	0	0	0	0
ENSG00000269564	0	0	0	0	0	0	0	0	0
ENSG00000142405	0	1	0	1	0	0	1	1	1
ENSG00000228323	17	9	5	2	4	12	4	6	7
ENSG00000179820	4685	3322	3812	4304	4704	4367	4261	5744	5526
ENSG00000232220	0	0	0	0	0	0	0	0	0
ENSG00000126583	104	76	91	483	457	495	303	284	810
ENSG00000105605	195	119	159	1180	1176	1242	708	770	1516
ENSG00000142408	557	441	486	381	407	425	388	490	776
ENSG00000284583	0	0	0	0	0	0	0	0	0
ENSG00000130433	2593	1906	1901	231	243	180	224	309	314
ENSG00000276206	0	0	0	0	0	0	0	0	0
ENSG00000189068	0	0	1	1	1	1	2	4	0
ENSG00000105643	1544	1184	1379	771	727	757	577	725	1115
ENSG00000105325	855	622	820	868	846	905	720	1094	1050
ENSG00000252408	0	0	0	0	0	0	1	0	0
ENSG00000161091	1484	1152	1391	1894	1934	1857	1653	2132	2341
ENSG00000267436	0	0	0	0	0	0	0	0	0
ENSG00000267231	0	3	2	1	1	0	0	0	1
ENSG00000279590	0	1	1	0	3	1	0	1	0
ENSG00000266959	3	0	0	0	1	2	1	0	1
ENSG00000064961	1827	1394	1490	1926	2119	1837	1511	1787	2777
ENSG00000179855	1	1	1	21	19	17	4	4	11
ENSG00000007080	1358	916	1183	1267	1358	1339	1320	1637	1644
ENSG00000183397	116	82	99	154	167	154	137	180	201
ENSG00000268938	3	2	5	4	9	3	9	7	7
ENSG00000105701	4316	2960	3890	3528	3861	3796	3190	4126	4208
ENSG00000269191	2	2	4	5	5	2	2	3	2
ENSG00000105700	1288	928	1189	897	1022	941	940	1288	1208
ENSG00000268030	44	28	27	29	26	39	30	35	48
ENSG00000268983	0	0	0	0	0	0	0	0	0
ENSG00000221983	4644	3152	3954	3953	4158	4119	3786	4973	5664
ENSG00000006016	49	34	35	303	312	331	207	222	417
ENSG00000006015	922	645	844	591	629	569	535	637	802
ENSG00000105696	102	112	110	883	977	959	669	655	1252
ENSG00000263490	0	0	0	0	0	0	0	0	0
ENSG00000198429	0	0	0	0	0	0	0	0	0
ENSG00000196757	18	10	11	10	15	18	22	27	23
ENSG00000267179	0	0	0	0	0	0	0	0	0
ENSG00000267274	0	0	1	0	1	1	1	0	1
ENSG00000197054	0	1	0	2	0	0	0	0	0
ENSG00000219665	1	0	0	0	1	0	0	0	0
ENSG00000286098	0	0	0	0	0	0	0	0	0
ENSG00000252060	0	0	0	0	0	0	0	0	0
ENSG00000257355	0	0	0	0	0	0	0	0	0
ENSG00000212497	0	0	0	0	0	0	0	0	0
ENSG00000252546	0	0	0	0	0	0	0	0	0
ENSG00000286132	0	0	0	0	0	0	0	0	0
ENSG00000199444	0	0	0	0	0	0	0	0	0
ENSG00000214189	0	0	0	0	0	1	0	0	0
ENSG00000132010	2	0	0	0	2	4	1	1	3
ENSG00000237273	0	0	0	0	0	0	0	0	0
ENSG00000212576	0	0	0	0	0	0	0	0	0
ENSG00000213297	0	0	0	0	0	0	0	0	0
ENSG00000242615	0	0	0	0	0	0	0	0	0
ENSG00000257591	0	0	0	0	0	0	0	0	0
ENSG00000176593	52	36	33	40	36	40	46	64	58
ENSG00000235974	0	0	0	0	0	0	0	0	0
ENSG00000286949	0	0	0	0	0	0	0	0	0
ENSG00000242675	0	0	0	2	0	0	0	0	0
ENSG00000104892	8	7	12	92	91	96	90	89	165
ENSG00000104881	481	312	420	612	744	713	644	776	811
ENSG00000117877	270	208	208	143	169	134	227	290	213
ENSG00000104884	631	482	648	725	821	901	671	909	973
ENSG00000283236	0	2	0	1	2	3	5	7	9
ENSG00000268095	0	0	0	3	2	0	0	1	1
ENSG00000198093	2	2	3	18	10	14	30	54	38
ENSG00000283285	0	0	0	0	0	0	0	0	0
ENSG00000176024	62	40	60	60	59	73	82	103	106
ENSG00000256683	118	77	88	125	130	156	126	144	148
ENSG00000079805	3478	2586	3107	2881	3013	3049	2104	2724	3179
ENSG00000170929	0	0	0	0	0	1	0	0	0
ENSG00000161807	0	0	0	0	0	0	0	0	0
ENSG00000275787	0	0	0	0	0	0	0	0	0
ENSG00000170920	0	0	0	0	0	0	0	0	0
ENSG00000130803	781	568	665	479	450	535	533	631	658
ENSG00000188000	0	0	0	0	0	0	0	0	0
ENSG00000267418	0	0	0	0	0	0	0	0	0
ENSG00000267775	0	0	0	0	0	0	0	0	0
ENSG00000187847	0	0	0	0	0	0	1	0	0
ENSG00000174667	0	0	0	0	0	0	0	0	0
ENSG00000079432	4337	3068	3815	4428	4381	4722	4068	5283	5275
ENSG00000166289	95	53	75	187	207	216	250	282	281
ENSG00000185385	0	0	0	0	1	0	0	1	0
ENSG00000269678	0	0	0	0	0	0	0	0	0
ENSG00000104936	1572	1318	1334	1602	1702	1726	1696	2227	2455
ENSG00000269419	0	0	0	0	0	0	0	0	0
ENSG00000188039	3	3	2	0	0	1	2	5	4
ENSG00000269799	0	0	0	0	0	0	0	0	0
ENSG00000127511	1084	752	999	1133	1124	1186	1045	1298	1730
ENSG00000268743	0	3	2	3	5	6	1	4	15
ENSG00000127533	0	0	0	0	0	0	0	1	1
ENSG00000160111	1	1	0	16	22	15	14	6	64
ENSG00000264250	0	0	0	0	0	0	0	0	0
ENSG00000263595	0	0	0	0	0	0	0	0	0
ENSG00000268985	0	0	0	0	0	3	0	0	0
ENSG00000131351	216	169	195	194	199	192	161	192	178
ENSG00000268289	0	1	0	0	0	0	0	0	0
ENSG00000269066	2	0	5	1	4	2	0	0	3
ENSG00000267778	8	1	3	2	4	2	2	4	7
ENSG00000099624	1268	885	1197	1285	1313	1233	1168	1469	1542
ENSG00000288704	12	5	12	7	4	9	6	17	20
ENSG00000105711	1025	634	767	967	1018	922	836	965	1197
ENSG00000187902	1	1	5	8	4	5	5	2	4
ENSG00000167384	288	240	206	189	178	146	203	258	237
ENSG00000277531	3	0	1	4	10	9	3	1	0
ENSG00000089356	0	0	0	1	1	3	4	2	2
ENSG00000105088	128	90	132	542	550	503	475	537	1073
ENSG00000132000	14	5	12	9	13	17	7	8	7
ENSG00000283567	0	0	0	0	3	1	0	0	2
ENSG00000129946	153	99	114	178	178	178	176	227	418
ENSG00000213965	1577	1240	1288	1128	1135	1120	1161	1558	1404
ENSG00000284491	3	0	0	0	0	1	1	2	1
ENSG00000181588	587	433	445	973	959	710	884	1095	1227
ENSG00000213889	134	106	120	124	133	137	96	138	159
ENSG00000223802	29	21	17	76	90	76	68	84	118
ENSG00000268041	21	13	13	31	29	25	28	35	56
ENSG00000213030	0	0	0	0	0	0	1	3	2
ENSG00000205076	1	0	1	0	0	0	0	0	1
ENSG00000170954	0	0	0	0	2	1	0	0	1
ENSG00000104848	9	6	11	29	25	31	23	21	33
ENSG00000262484	57	49	58	26	37	47	19	20	50
ENSG00000171903	442	334	387	310	340	298	404	481	641
ENSG00000178201	6	9	7	20	25	24	31	33	49
ENSG00000130812	6	3	2	6	5	2	3	6	6
ENSG00000142235	432	333	292	739	771	588	579	660	972
ENSG00000104827	0	0	0	0	0	0	0	0	0
ENSG00000105556	348	213	306	251	306	285	264	339	342
ENSG00000174652	236	172	195	249	256	263	188	266	313
ENSG00000269855	2	1	1	0	1	0	4	1	1
ENSG00000127616	463	338	416	315	326	326	303	383	431
ENSG00000205209	28	19	13	23	28	30	11	18	34
ENSG00000172687	24	21	17	31	48	33	55	73	87
ENSG00000196337	9	7	6	33	27	21	32	18	59
ENSG00000105143	0	0	0	0	0	1	0	0	1
ENSG00000099331	1586	1167	1584	1447	1407	1686	1252	1705	1738
ENSG00000268500	0	0	0	0	0	0	0	0	3
ENSG00000131848	90	67	69	49	46	48	46	68	74
ENSG00000153885	1951	1460	1573	286	304	298	275	380	420
ENSG00000171291	0	0	0	0	1	1	0	0	0
ENSG00000104972	0	0	0	0	0	0	0	0	0
ENSG00000120784	381	312	266	274	247	244	300	387	500
ENSG00000270011	4	0	1	3	5	2	2	3	4
ENSG00000160392	571	379	526	544	572	602	572	874	706
ENSG00000197608	110	89	104	168	171	219	249	310	354
ENSG00000198633	0	0	0	0	0	0	0	0	0
ENSG00000105576	1665	1182	1488	1215	1174	1333	1360	1803	1608
ENSG00000167491	1768	1276	1488	1630	1527	1516	1568	2206	2034
ENSG00000160336	315	274	282	309	256	357	326	435	494
ENSG00000188283	225	214	185	173	165	171	163	245	266
ENSG00000204519	188	158	137	147	180	179	183	272	198
ENSG00000269026	0	0	0	0	0	1	1	1	3
ENSG00000179909	29	21	27	28	35	29	28	43	64
ENSG00000083814	57	46	60	105	90	80	83	111	121
ENSG00000152443	284	268	223	267	253	323	331	434	400
ENSG00000197782	653	582	442	499	441	531	449	606	700
ENSG00000283695	0	0	0	0	0	0	0	0	0
ENSG00000269646	0	0	0	0	0	0	0	0	2
ENSG00000221874	0	0	0	0	0	0	0	0	0
ENSG00000213801	0	0	0	3	0	1	1	4	5
ENSG00000180257	3	0	1	12	11	17	32	47	51
ENSG00000197937	0	0	0	0	2	2	0	1	1
ENSG00000197497	0	0	0	0	0	0	0	0	3
ENSG00000268842	0	0	0	0	0	0	0	0	0
ENSG00000267809	10	12	12	6	15	9	14	13	17
ENSG00000197928	0	0	0	0	0	0	0	0	0
ENSG00000269288	0	0	0	0	0	0	0	0	0
ENSG00000196131	0	0	0	0	0	0	0	0	0
ENSG00000228567	0	0	0	0	0	0	0	0	0
ENSG00000269758	2	0	0	0	0	0	0	1	1
ENSG00000189348	0	0	0	0	0	0	2	0	0
ENSG00000163098	0	0	0	0	0	0	0	1	0
ENSG00000170949	416	398	365	361	291	332	334	407	571
ENSG00000204532	0	0	0	1	0	0	0	0	1
